OTU	domain	phylum	class	order	family	genus	species	SRR22993528	SRR22993529	SRR22993530	SRR22993531	SRR22993532	SRR22993533	SRR22993534	SRR22993535	SRR22993536	SRR22993537	SRR22993538	SRR22993539	SRR22993540	SRR22993541	SRR22993542	SRR22993543	SRR22993544	SRR22993545	SRR22993546	SRR22993547	SRR22993548	SRR22993549	SRR22993550	SRR22993551
1677	ASV1677	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	0	0	10	0	0	23	0	0	0	0	0	0	0	0	0	0	0	23	0	0	17	0
1678	ASV1678	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	32	0	0	0	0	0	0	17	0	0	0	0	0	0	0	24	0	0	0	0
1679	ASV1679	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
1680	ASV1680	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	23	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
1681	ASV1681	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1682	ASV1682	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1683	ASV1683	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	6	25	0	0	0	0	25	17	0	0	0	0	0	0	0	0
1684	ASV1684	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	0	0	0	35	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1685	ASV1685	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	0	25	0	0	8	0	0	20	0
1686	ASV1686	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	34	0	0	0	0	0	0	0
1687	ASV1687	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	24	0	0	0	0
1688	ASV1688	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	35	0	0	0	0	0	0	0	0
1689	ASV1689	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
1690	ASV1690	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
1691	ASV1691	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0
1692	ASV1692	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
1693	ASV1693	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
1694	ASV1694	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1695	ASV1695	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1696	ASV1696	Bacteria	Firmicutes	NA	NA	NA	NA	NA	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1697	ASV1697	NA	NA	NA	NA	NA	NA	NA	0	0	31	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1698	ASV1698	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	NA	0	0	30	26	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1699	ASV1699	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	NA	0	0	41	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
1700	ASV1700	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	12	0	26	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0
1701	ASV1701	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA	0	0	0	0	0	0	0	0	34	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
1702	ASV1702	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	0	0	0	0	21	18	0	33	0	0	0	0	0	0	0	0	0	0	0	0
1703	ASV1703	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	49
1704	ASV1704	Bacteria	Firmicutes	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	27	0	0	0	0	0	0	0	0
1705	ASV1705	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
1706	ASV1706	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
1707	ASV1707	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	31	21	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1708	ASV1708	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1709	ASV1709	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	NA	0	0	0	14	0	0	0	0	0	0	35	0	0	15	0	0	0	0	0	7	0	0	0	0
1710	ASV1710	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	0	0	0	0	19	20	0	0	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1711	ASV1711	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	44	0	0	14	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
1712	ASV1712	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	21	0	0	0	12	23	0	0	0	0	0	0	0	0	0	15	0	0	0	0
1713	ASV1713	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	NA	0	0	0	0	0	16	0	0	0	0	8	0	9	0	0	0	21	0	0	10	0	0	7	0
1714	ASV1714	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group	NA	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1715	ASV1715	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	0	0	0	0	0	0	17	0	0	14	0	0	0	0	0	0	0	0	0	26	0	0	0	14
1716	ASV1716	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	0	0	0	0	40	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1717	ASV1717	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	38	0	0	0	24	0	0	0	0	0	0	0
1718	ASV1718	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	0	0	0	0	0	32	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0
1719	ASV1719	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	0	0	0	0	0	17	27	0	0	11	0	0	0	16	0	0	0	0	0	0	0
1720	ASV1720	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	41	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1721	ASV1721	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	0	0	0	0	0	0	0	37	0	0	34	0	0	0	0	0	0	0	0	0	0
1722	ASV1722	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	38	0	0	0	0	0	0	0
1723	ASV1723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	55	0	0	0	0	0	0
1724	ASV1724	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	28	0	0	0	0	0	0	21
1725	ASV1725	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	0	0	0	0	0	0	0	0
1726	ASV1726	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
1727	ASV1727	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
1728	ASV1728	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	33	0	0	8
1729	ASV1729	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
1730	ASV1730	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1731	ASV1731	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	39	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1732	ASV1732	Bacteria	Firmicutes	NA	NA	NA	NA	NA	0	0	18	22	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	9	0	0	0
1733	ASV1733	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	0	0	13	15	9	12	0	0	0	0	7	0	6	0	0	0	0	0	0	8	0	0	0	0
1734	ASV1734	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	0	23	20	0	0	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1735	ASV1735	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	21	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
1736	ASV1736	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	16	0	0	0	0	0	0	19	0	0	35	0	0	0	0	0	0	0	0	0
1737	ASV1737	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	0	0	0	14	22	0	0	11	0	0	0	0	0	0	0	0	0	23	0	0	0	0
1738	ASV1738	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	46	0	0	24	0	0	0	0	0	0	0	0	0	0
1739	ASV1739	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	32	0	0	0	0	0	0	0
1740	ASV1740	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	40	0	0	0	0	0	0	0
1741	ASV1741	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
1742	ASV1742	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
1743	ASV1743	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
1744	ASV1744	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
1745	ASV1745	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	NA	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1746	ASV1746	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1747	ASV1747	NA	NA	NA	NA	NA	NA	NA	0	0	11	15	0	0	0	20	0	0	5	12	0	0	0	0	0	0	0	0	0	0	6	0
1748	ASV1748	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA	0	0	40	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1749	ASV1749	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	29	10	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
1750	ASV1750	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	38	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
1751	ASV1751	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	0	0	46	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1752	ASV1752	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1753	ASV1753	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
1754	ASV1754	Bacteria	Firmicutes	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	33	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1755	ASV1755	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	0	0	0	0	0	0	0	0	35	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1756	ASV1756	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	8	0	33	0	0	0	0	9	0	0	0	0	0	19	0
1757	ASV1757	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
1758	ASV1758	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
1759	ASV1759	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
1760	ASV1760	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	42	0	0
1761	ASV1761	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
1762	ASV1762	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
1763	ASV1763	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1764	ASV1764	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1765	ASV1765	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	39	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1766	ASV1766	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	0	0	25	11	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1767	ASV1767	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	30	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0
1768	ASV1768	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	9	12	0	0	10	0	0	0	18	0	0	0	19	0	0	0	0	0	0	0
1769	ASV1769	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA	0	0	0	0	0	25	0	0	0	20	0	0	23	0	0	0	0	0	0	0	0	0	0	0
1770	ASV1770	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1771	ASV1771	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1772	ASV1772	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
1773	ASV1773	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	26	0
1774	ASV1774	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	25	0	0	0	0	0	0	0
1775	ASV1775	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	35	0	0	0	0	0	0	0
1776	ASV1776	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0
1777	ASV1777	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	38	0	0	0	0	0	0	0
1778	ASV1778	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	0
1779	ASV1779	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
1780	ASV1780	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
1781	ASV1781	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1782	ASV1782	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	34	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1783	ASV1783	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	0	0	39	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1784	ASV1784	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	0	0	0	47	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
1785	ASV1785	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
1786	ASV1786	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	0	0	16	0	0	0	0	0	33	0	0	0	0	0	0	0	0	18	0	0	0	0
1787	ASV1787	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	0	0	0	0	0	30	0	0	0	0	21	0	0	16	0	0	0	0	0	0	0	0	0	0
1788	ASV1788	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
1789	ASV1789	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
1790	ASV1790	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	49	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1791	ASV1791	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	5	0	0	0	0	33	0	0	0	29	0	0	0	0	0	0	0
1792	ASV1792	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	0	0	0	0	0	0	0	0	37	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1793	ASV1793	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
1794	ASV1794	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	34	0	0	0	0	0	0	0
1795	ASV1795	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	31	0	0	0	0
1796	ASV1796	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	19	0	0	14	0	0	0	0
1797	ASV1797	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	57	0	0	0	0	0
1798	ASV1798	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0
1799	ASV1799	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	12	0	0
1800	ASV1800	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
1801	ASV1801	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
1802	ASV1802	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1803	ASV1803	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1804	ASV1804	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	NA	0	0	12	15	0	0	0	0	23	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0
1805	ASV1805	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	0	0	11	0	0	0	0	0	0	0	0	0	31	0	0	0	17	0	0	7	0	0	0	0
1806	ASV1806	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	16	11	19	0	0	0	0	0	0	9	5	0	0	6	0	0	0	0	0	0	0	0
1807	ASV1807	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	0	0	26	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	19	0
1808	ASV1808	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	0	0	30	12	7	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1809	ASV1809	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
1810	ASV1810	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA	0	0	0	0	0	14	19	0	0	0	0	21	0	0	0	0	0	0	0	12	0	0	0	0
1811	ASV1811	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	0	0	0	0	0	12	8	0	0	0	0	34	0	0	0	0	0	0	0	12	0	0	0	0
1812	ASV1812	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1813	ASV1813	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	0	0	0	0	0	0	52	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
1814	ASV1814	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	0	0	0	0	0	0	0	0	26	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1815	ASV1815	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	37	0	0	29	0	0	0	0	0	0	0	0	0	0
